cohort,source,model,scale,weight,iterate,converged,a,beta,c,b,m,h2,r,theta,weighted_R2
1780-1859,literal_raw_flags,genetic,log,normal_log,True,False,-0.9723658183659954,-0.182720489474599,0.0,0.8330009557353475,0.6660019114706949,0.3781872565356735,0.2518734357466166,1.0,0.31001915217963527
1780-1859,literal_raw_flags,genetic,level,normal_log,False,True,-0.4269414339568806,-0.26401758338600023,0.0,0.767960036200239,0.5359200724004781,0.6525017655554248,0.3496887934379031,1.0,0.700418147934337
1780-1859,literal_raw_flags,genetic,level,normal_log,True,False,-0.946351605091508,-0.14026505753560353,0.0,0.8691278359832739,0.7382556719665478,0.38815458448183815,0.2865573235935356,1.0,0.25657476244689037
1780-1859,literal_raw_flags,unrestricted,log,student_corr,False,True,-1.027826429908923,-0.19038833047858741,0.55014942693791,0.8266380628519859,0.6532761257039719,0.35778378415536743,1.8659740559771105,1.0,0.6258595439184604
1780-1859,literal_raw_flags,unrestricted,level,student_corr,False,True,-1.0451941857748084,-0.15636399240560925,0.5380017004147736,0.8552478299930184,0.7104956599860368,0.3516235324600158,1.9293626933531836,1.0,0.7449906785001734
1780-1859,literal_raw_flags,ph_fixed,log,student_corr,False,True,-0.6158812999500285,-0.2612578617910603,0.26125786179106036,0.7700823192043569,0.5401646384087136,0.5401646384087138,0.9999999999999999,1.0,0.568866253647572
1780-1859,literal_raw_flags,ph_fixed,level,student_corr,False,True,-0.6661277541191082,-0.2785942385057929,0.2785942385057929,0.7568469402642966,0.5136938805285931,0.5136938805285932,0.9999999999999999,1.0,0.6275421997727968
1780-1859,literal_raw_flags,ph_free,log,student_corr,False,True,-0.8960343669681695,-0.2107414515302174,0.2107414515302174,0.8099834597950804,0.6199669195901606,0.6199669195901607,0.9999999999999999,0.658398301670783,0.6096646425182035
1780-1859,literal_raw_flags,ph_free,level,student_corr,False,True,-0.8137935366397543,-0.20600815393045263,0.20600815393045271,0.8138264403716711,0.627652880743342,0.6276528807433421,0.9999999999999999,0.7060808471699089,0.6771370035859487
1780-1859,literal_raw_flags,genetic,log,student_corr,False,True,-0.8406779909254243,-0.2174674775975335,0.0,0.8045537705158722,0.6091075410317444,0.43141792681191843,0.26277991255742067,1.0,0.5837412710643911
1780-1859,literal_raw_flags,genetic,level,student_corr,False,True,-0.7836454888126794,-0.19895558570031677,0.0,0.8195862938758398,0.6391725877516797,0.4567379396349835,0.2919343708008629,1.0,0.582924292101302
1780-1859,literal_raw_flags,unrestricted,log,student_log,False,True,-0.7698455882457698,-0.18133783625968808,0.3012279194881738,0.8341535037883409,0.6683070075766817,0.4630845684914296,1.254745855152691,1.0,0.7594486580812058
1780-1859,literal_raw_flags,unrestricted,level,student_log,False,True,-0.8246844653750833,-0.15106329463005777,0.33047736913552966,0.8597932766395417,0.7195865532790835,0.43837329259701474,1.3930321768273863,1.0,0.8104919922558309
1780-1859,literal_raw_flags,ph_fixed,log,student_log,False,True,-0.5716167176215974,-0.2455093857669753,0.2455093857669753,0.7823059412187847,0.5646118824375693,0.5646118824375694,0.9999999999999999,1.0,0.7166329055015437
1780-1859,literal_raw_flags,ph_fixed,level,student_log,False,True,-0.6022913863527324,-0.25647056790161654,0.25647056790161654,0.7737777681277322,0.5475555362554645,0.5475555362554646,0.9999999999999999,1.0,0.7569751927139031
1780-1859,literal_raw_flags,ph_free,log,student_log,False,True,-0.6757392529827357,-0.20478461050942207,0.204784610509422,0.8148228017800707,0.6296456035601413,0.6296456035601414,0.9999999999999999,0.8080421135629743,0.7514621252410124
1780-1859,literal_raw_flags,ph_free,level,student_log,False,True,-0.6566520583266394,-0.20557894952256078,0.20557894952256087,0.8141758132379613,0.6283516264759225,0.6283516264759226,0.9999999999999999,0.8253095887988082,0.7888613119002397
1780-1859,literal_raw_flags,genetic,log,student_log,False,True,-0.5138064589486128,-0.23744770605191134,0.0,0.7886381309042463,0.5772762618084926,0.5982141618573302,0.3453348351179001,1.0,0.6850993236543165
1780-1859,literal_raw_flags,genetic,level,student_log,False,True,-0.45931100653777096,-0.2523676612320332,0.0,0.7769590278364629,0.5539180556729258,0.6317187456848691,0.3499204193419022,1.0,0.6669016367472939
1780-1859,literal_raw_flags,unrestricted,log,binary_corr,False,True,-1.0932229264487914,-0.20056893215234384,0.6175434428432897,0.8182650833082561,0.6365301666165122,0.33513463698542645,2.0347276717728016,1.0,0.5336651875462648
1780-1859,literal_raw_flags,unrestricted,level,binary_corr,False,True,-1.022968822214208,-0.17783579804367136,0.5321306128281795,0.837079862355596,0.6741597247111919,0.3595259854577526,1.8503505745921807,1.0,0.7068227811576835
1780-1859,literal_raw_flags,ph_fixed,log,binary_corr,False,True,-0.6511268170912402,-0.27347818828300097,0.2734781882830009,0.7607289289790186,0.5214578579580371,0.5214578579580372,0.9999999999999999,1.0,0.4841199831182309
1780-1859,literal_raw_flags,ph_fixed,level,binary_corr,False,True,-0.677769975845567,-0.2825300196723789,0.28253001967237895,0.7538740105688169,0.5077480211376336,0.5077480211376337,0.9999999999999999,1.0,0.617082109277719
1780-1859,literal_raw_flags,ph_free,log,binary_corr,False,True,-0.9686101222019124,-0.2193570421400907,0.21935704214009066,0.803034949645463,0.606069899290926,0.6060698992909261,0.9999999999999999,0.6263473635042597,0.5199699758377907
1780-1859,literal_raw_flags,ph_free,level,binary_corr,False,True,-0.8323177731505844,-0.21719988327564158,0.21719988327564166,0.8047690933448173,0.6095381866896347,0.6095381866896348,0.9999999999999999,0.713720326032135,0.6581097741571709
1780-1859,literal_raw_flags,genetic,log,binary_corr,False,True,-0.9251850045481981,-0.22457916273127815,0.0,0.798852334864041,0.5977046697280819,0.39645806574451964,0.2369648372468623,1.0,0.5009858435551728
1780-1859,literal_raw_flags,genetic,level,binary_corr,False,True,-0.8067625320610468,-0.21223287809229663,0.0,0.8087763293452626,0.617552658690525,0.4463006137905041,0.275614130621539,1.0,0.5825038920298551
1780-1859,literal_raw_flags,unrestricted,log,binary_log,False,True,-0.7586342235267822,-0.1873287529648049,0.2879294365594587,0.8291710991155393,0.6583421982310786,0.46830559119157894,1.2116699510793385,1.0,0.7401968677764303
1780-1859,literal_raw_flags,unrestricted,level,binary_log,False,True,-0.8271512155323217,-0.1518480775924214,0.32510259737872177,0.8591187902222217,0.7182375804444434,0.43729326783185113,1.3783374670837385,1.0,0.7878653446162915
1780-1859,literal_raw_flags,ph_fixed,log,binary_log,False,True,-0.5702122283422123,-0.24500232883522616,0.24500232883522613,0.7827027154540903,0.5654054309081806,0.5654054309081807,0.9999999999999999,1.0,0.7012026839067436
1780-1859,literal_raw_flags,ph_fixed,level,binary_log,False,True,-0.5997729077115311,-0.2555787554543005,0.2555787554543004,0.7744681405684168,0.5489362811368336,0.5489362811368337,0.9999999999999999,1.0,0.7268422698948995
1780-1859,literal_raw_flags,ph_free,log,binary_log,False,True,-0.6866464723119546,-0.20450034658430405,0.2045003465843041,0.8150544594323772,0.6301089188647543,0.6301089188647544,0.9999999999999999,0.7986888088535335,0.7347827863597859
1780-1859,literal_raw_flags,ph_free,level,binary_log,False,True,-0.6701422350666074,-0.2012629832915366,0.2012629832915366,0.8176973625314399,0.6353947250628799,0.63539472506288,0.9999999999999999,0.805225129950772,0.7654588585611968
1780-1859,literal_raw_flags,genetic,log,binary_log,False,True,-0.5460536615511391,-0.23187224802205758,0.0,0.793047430213279,0.5860948604265579,0.5792311481049257,0.3394843989032713,1.0,0.6784451979375261
1780-1859,literal_raw_flags,genetic,level,binary_log,False,True,-0.5028508470746391,-0.2379802642569105,0.0,0.7882182470130876,0.5764364940261754,0.6048039959523079,0.3486310949997695,1.0,0.6438425692813181
1780-1859,literal_raw_flags,unrestricted,log,inverse_se_corr,False,True,-0.9943718737987123,-0.19662398835585118,0.5149406163492691,0.821499468612045,0.6429989372240901,0.3699557504778915,1.7496229922509898,1.0,0.6497368414296656
1780-1859,literal_raw_flags,unrestricted,level,inverse_se_corr,False,True,-1.0065469713024646,-0.16443102760783168,0.49944135020388375,0.8483762694672059,0.6967525389344118,0.36547881202719157,1.7959096313416962,1.0,0.7747189456832294
1780-1859,literal_raw_flags,ph_fixed,log,inverse_se_corr,False,True,-0.6178136407257744,-0.2619351449040666,0.2619351449040667,0.7695609320372274,0.539121864074455,0.5391218640744551,0.9999999999999999,1.0,0.6071875094371055
1780-1859,literal_raw_flags,ph_fixed,level,inverse_se_corr,False,True,-0.6569488415928141,-0.2754697881702,0.27546978817020007,0.7592153690330745,0.5184307380661491,0.5184307380661493,0.9999999999999999,1.0,0.6890471906775035
1780-1859,literal_raw_flags,ph_free,log,inverse_se_corr,False,True,-0.8486620988312262,-0.21922955695050592,0.21922955695050592,0.8031373312341912,0.6062746624683822,0.6062746624683824,0.9999999999999999,0.705929474020691,0.6354874350360964
1780-1859,literal_raw_flags,ph_free,level,inverse_se_corr,False,True,-0.7718935350879871,-0.2150843533597536,0.21508435335975368,0.8064734085664552,0.6129468171329104,0.6129468171329105,0.9999999999999999,0.7539596477865826,0.7219228638453252
1780-1859,literal_raw_flags,genetic,log,inverse_se_corr,False,True,-0.7699554393621211,-0.22924040209099977,0.0,0.7951373578430427,0.5902747156860855,0.4630337009285962,0.27331708616870304,1.0,0.6070536988965112
1780-1859,literal_raw_flags,genetic,level,inverse_se_corr,False,True,-0.7110788686052788,-0.21251379319740993,0.0,0.8085491637663065,0.6170983275326131,0.4911140639949546,0.3030656675190312,1.0,0.6235746092444252
1780-1859,literal_raw_flags,unrestricted,log,inverse_se_log,False,True,-0.8221241469663896,-0.19251084312849204,0.3488768206906836,0.8248853738170114,0.6497707476340229,0.43949710585391083,1.338508091079789,1.0,0.7553776067208463
1780-1859,literal_raw_flags,unrestricted,level,inverse_se_log,False,True,-0.8962430269299597,-0.15319200072171846,0.3866791008381525,0.8579649761016317,0.7159299522032634,0.40810000393425433,1.5259930705551548,1.0,0.800116312389424
1780-1859,literal_raw_flags,ph_fixed,log,inverse_se_log,False,True,-0.5823229116450628,-0.2493596590953455,0.2493596590953455,0.7792996407718322,0.5585992815436643,0.5585992815436644,0.9999999999999999,1.0,0.719535720932546
1780-1859,literal_raw_flags,ph_fixed,level,inverse_se_log,False,True,-0.620308768688979,-0.262808427249389,0.26280842724938897,0.7688891814182984,0.5377783628365969,0.537778362836597,0.9999999999999999,1.0,0.7359675506602372
1780-1859,literal_raw_flags,ph_free,log,inverse_se_log,False,True,-0.7180070772429378,-0.21244813055664724,0.21244813055664727,0.8086022569826872,0.6172045139653745,0.6172045139653746,0.9999999999999999,0.7902134087514449,0.7468197989735028
1780-1859,literal_raw_flags,ph_free,level,inverse_se_log,False,True,-0.6922970533324079,-0.20856895952274535,0.20856895952274537,0.8117450552208079,0.6234901104416156,0.6234901104416157,0.9999999999999999,0.8026193775384923,0.765193937669317
1780-1859,literal_raw_flags,genetic,log,inverse_se_log,False,True,-0.587149678665779,-0.23268415367608747,0.0,0.7924038118348308,0.5848076236696615,0.5559095495306421,0.32510014263628684,1.0,0.7009283149508739
1780-1859,literal_raw_flags,genetic,level,inverse_se_log,False,True,-0.5569704951360083,-0.2251681681952303,0.0,0.7983819450186089,0.5967638900372179,0.5729421683848905,0.34191119717172597,1.0,0.6447640869177755
1780-1859,literal_raw_flags,unrestricted,log,N_rho2,False,True,-0.7900812084011429,-0.17801085388445914,0.3125075427667619,0.8369333394617031,0.6738666789234062,0.45380794076863223,1.2879217424140776,1.0,0.7410863366688634
1780-1859,literal_raw_flags,unrestricted,level,N_rho2,False,True,-0.8503253905068758,-0.14519565314866706,0.34461644429544813,0.8648530653309408,0.7297061306618815,0.4272758778120485,1.441391031419228,1.0,0.790531933299606
1780-1859,literal_raw_flags,ph_fixed,log,N_rho2,False,True,-0.5714678354560335,-0.2454556570178874,0.24545565701788744,0.7823479746676026,0.5646959493352053,0.5646959493352054,0.9999999999999999,1.0,0.692156080512111
1780-1859,literal_raw_flags,ph_fixed,level,N_rho2,False,True,-0.6033609573463777,-0.25684887235965276,0.2568488723596528,0.7734850999108562,0.5469701998217125,0.5469701998217126,0.9999999999999999,1.0,0.7255642112877307
1780-1859,literal_raw_flags,ph_free,log,N_rho2,False,True,-0.6904766425303168,-0.20224382721677647,0.2022438272167765,0.8168957222469864,0.6337914444939727,0.6337914444939728,0.9999999999999999,0.7910126555063072,0.7311170974099688
1780-1859,literal_raw_flags,ph_free,level,N_rho2,False,True,-0.6680361471460079,-0.20305783890863097,0.20305783890863097,0.8162310301483242,0.6324620602966485,0.6324620602966486,0.9999999999999999,0.8106644140852879,0.7618145550527944
1780-1859,literal_raw_flags,genetic,log,N_rho2,False,True,-0.5470609552247888,-0.22997212892014918,0.0,0.7945557473214121,0.5891114946428242,0.5786479859909212,0.3408881798991716,1.0,0.6645198562453192
1780-1859,literal_raw_flags,genetic,level,N_rho2,False,True,-0.49749060046686827,-0.23931672606043775,0.0,0.787165527049813,0.5743310540996259,0.608054598753207,0.34922463865205444,1.0,0.6309692075505414
1780-1859,literal_raw_birth_rule,unrestricted,log,equal,False,True,-0.929525422038407,-0.2187056729053619,0.2846206096497042,0.8035581922996574,0.6071163845993148,0.3947410013057679,1.1362717083765115,1.0,0.7926875934355468
1780-1859,literal_raw_birth_rule,unrestricted,level,equal,False,True,-1.0335799832841444,-0.1756878943919722,0.35868294258230043,0.8388797615617675,0.6777595231235349,0.3557311666410324,1.401616923782306,1.0,0.7685439273307537
1780-1859,literal_raw_birth_rule,ph_fixed,log,equal,False,True,-0.6433307390334945,-0.2707993430067643,0.2707993430067643,0.7627695360919542,0.5255390721839083,0.5255390721839084,0.9999999999999999,1.0,0.7512514648454802
1780-1859,literal_raw_birth_rule,ph_fixed,level,equal,False,True,-0.728136080408675,-0.299209547666857,0.2992095476668569,0.7414040336708105,0.4828080673416211,0.4828080673416212,0.9999999999999999,1.0,0.6593074671325663
1780-1859,literal_raw_birth_rule,ph_free,log,equal,False,True,-0.8958640069310564,-0.22388927479401036,0.22388927479401033,0.7994036436022799,0.5988072872045598,0.5988072872045599,0.9999999999999999,0.6817797980046568,0.7919125528540134
1780-1859,literal_raw_birth_rule,ph_free,level,equal,False,True,-0.902896491960287,-0.20205024810324412,0.2020502481032442,0.8170538715034499,0.6341077430068999,0.6341077430069,0.9999999999999999,0.6393136534081972,0.7506053032883775
1780-1859,literal_raw_birth_rule,genetic,log,equal,False,True,-0.7894638136091301,-0.2389439327865927,0.0,0.7874590317685932,0.5749180635371864,0.4540882059360617,0.2610635120318357,1.0,0.7758882249721053
1780-1859,literal_raw_birth_rule,genetic,level,equal,False,True,-0.8168505580570411,-0.20828894520777344,0.0,0.8119723872830078,0.6239447745660157,0.44182095504402946,0.2756718761934887,1.0,0.6803501811101532
1780-1859,literal_raw_birth_rule,unrestricted,log,N,False,True,-0.7810690780198084,-0.25382237537905655,0.18338065119010125,0.7758295962462425,0.551659192492485,0.4579162013835511,0.8639640999062659,1.0,0.8206587321785167
1780-1859,literal_raw_birth_rule,unrestricted,level,N,False,True,-0.9160176689230208,-0.20304338763618554,0.2749233297513394,0.8162428258105503,0.6324856516211006,0.40010924009448623,1.1490526619218837,1.0,0.7890273334481568
1780-1859,literal_raw_birth_rule,ph_fixed,log,N,False,True,-0.6608629329446424,-0.2768044364777072,0.27680443647770714,0.7582027594149299,0.5164055188298596,0.5164055188298597,0.9999999999999999,1.0,0.8079231996188525
1780-1859,literal_raw_birth_rule,ph_fixed,level,N,False,True,-0.7024283783887225,-0.2907662437729701,0.2907662437729701,0.7476904348870876,0.4953808697741753,0.49538086977417534,0.9999999999999999,1.0,0.720315205153536
1780-1859,literal_raw_birth_rule,ph_free,log,N,False,True,-0.7810690759804639,-0.25382237565407506,0.18338064593691522,0.7758295960328749,0.5516591920657499,0.6385209740834838,0.8639640896018912,0.717151387195512,0.8206587321785168
1780-1859,literal_raw_birth_rule,ph_free,level,N,False,True,-0.8660130962615452,-0.21344285506960528,0.2134428550696052,0.8077983204104306,0.6155966408208614,0.6155966408208615,0.9999999999999999,0.6832805362870289,0.7864756732250205
1780-1859,literal_raw_birth_rule,genetic,log,N,False,True,-0.6993929500760939,-0.26591214792831874,0.0,0.7665064637239577,0.5330129274479154,0.49688684737903477,0.2648471131318649,1.0,0.8151020398422902
1780-1859,literal_raw_birth_rule,genetic,level,N,False,True,-0.756808814446556,-0.2290135731955315,0.0,0.7953177384286589,0.590635476857318,0.4691612211698382,0.27710326158860904,1.0,0.7415349266341615
1780-1859,literal_raw_birth_rule,unrestricted,log,normal_corr,False,True,-0.7528060662230869,-0.2570465349963854,0.17659323606739444,0.7733322259157707,0.5466644518315413,0.4710429188831075,0.8453959871241838,1.0,0.8351956993313691
1780-1859,literal_raw_birth_rule,unrestricted,log,normal_corr,True,True,-0.8132938467898878,-0.24853122197620695,0.21655156269955078,0.7799455090148535,0.559891018029707,0.44339518248962206,0.9370525648079979,1.0,0.8224399654811965
1780-1859,literal_raw_birth_rule,unrestricted,level,normal_corr,False,True,-0.8874797910586826,-0.2061260456736849,0.2699144083210054,0.8137305026091733,0.6274610052183467,0.4116919962788649,1.1317335953243428,1.0,0.8123914880227485
1780-1859,literal_raw_birth_rule,unrestricted,level,normal_corr,True,False,-0.9362321529289407,-0.19913210226328784,0.29831160322083383,0.8194416360878101,0.6388832721756201,0.39210243759717733,1.2085289966094943,1.0,0.7952265894116024
1780-1859,literal_raw_birth_rule,ph_fixed,log,normal_corr,False,True,-0.6595124387787639,-0.2763443265493992,0.2763443265493993,0.7585516963007141,0.5171033926014281,0.5171033926014282,0.9999999999999999,1.0,0.8236258061573789
1780-1859,literal_raw_birth_rule,ph_fixed,log,normal_corr,True,True,-0.6649057837519459,-0.27817937780477536,0.27817937780477536,0.757160991455742,0.5143219829114839,0.514321982911484,0.9999999999999998,1.0,0.8087799974798637
1780-1859,literal_raw_birth_rule,ph_fixed,level,normal_corr,False,True,-0.7010948074110106,-0.29032426930400973,0.2903242693040097,0.7480209680082134,0.4960419360164267,0.49604193601642677,0.9999999999999999,1.0,0.7546109899410985
1780-1859,literal_raw_birth_rule,ph_fixed,level,normal_corr,True,True,-0.7194446238742912,-0.29637127337051955,0.29637127337051955,0.7435113308117706,0.4870226616235412,0.48702266162354124,0.9999999999999999,1.0,0.7322595336103803
1780-1859,literal_raw_birth_rule,ph_free,log,normal_corr,False,True,-0.7528060672004189,-0.2570465348436849,0.17659323936141572,0.7733322260338589,0.5466644520677177,0.6466371455279186,0.8453959934847503,0.7284501388149915,0.8351956993313691
1780-1859,literal_raw_birth_rule,ph_free,log,normal_corr,True,False,-0.8132938477397763,-0.24853122186647597,0.21655156706204312,0.7799455091004377,0.5598910182008755,0.5975022469945171,0.93705257347093,0.7420811960101545,0.8224399652577448
1780-1859,literal_raw_birth_rule,ph_free,level,normal_corr,False,True,-0.8388544398086312,-0.21677162074931827,0.2167716207493183,0.80511381960124,0.6102276392024798,0.6102276392024799,0.9999999999999999,0.7082690612975046,0.8103967393374893
1780-1859,literal_raw_birth_rule,ph_free,level,normal_corr,True,False,-0.8654496682130303,-0.21405721830636323,0.2140572183063632,0.8073021912370231,0.6146043824740461,0.6146043824740463,0.9999999999999999,0.6847693796066907,0.7854477540868062
1780-1859,literal_raw_birth_rule,genetic,log,normal_corr,False,True,-0.6620011583308945,-0.27071520565530044,0.0,0.7628337162004326,0.5256674324008652,0.5158180673482448,0.2711487590489284,1.0,0.8294011957015651
1780-1859,literal_raw_birth_rule,genetic,log,normal_corr,True,False,-0.7193453940727975,-0.2623681393446749,0.0,0.7692277885617873,0.5384555771235746,0.48707099118340375,0.2622660916578112,1.0,0.8068620596862457
1780-1859,literal_raw_birth_rule,genetic,level,normal_corr,False,True,-0.7045609788804277,-0.2379894552945924,0.0,0.7882110025027701,0.5764220050055402,0.49432554597970146,0.28494012233907784,1.0,0.7635268667343899
1780-1859,literal_raw_birth_rule,genetic,level,normal_corr,True,True,-0.772447883446595,-0.22400513120381835,0.0,0.7993110329310182,0.5986220658620364,0.46188105237255644,0.27649218975379114,1.0,0.716552791031657
1780-1859,literal_raw_birth_rule,unrestricted,log,normal_log,False,True,-0.7037295823645099,-0.22343415711278142,0.1273259886279623,0.7997675491385627,0.5995350982771255,0.4947366974076075,0.8167315084141791,1.0,0.7834279697943246
1780-1859,literal_raw_birth_rule,unrestricted,log,normal_log,True,True,-1.0091585438746418,-0.1972774715745571,0.3601388819099747,0.8209628078636259,0.6419256157272517,0.3645255828413644,1.353747151743295,1.0,0.696169456593619
1780-1859,literal_raw_birth_rule,unrestricted,level,normal_log,False,True,-0.7628154565383087,-0.20208489546184114,0.18168114695757465,0.817025563235377,0.634051126470754,0.4663515843200014,0.959605998880529,1.0,0.8094507872550759
1780-1859,literal_raw_birth_rule,unrestricted,level,normal_log,True,False,-1.0205718657132128,-0.18734758562048925,0.38780878462996093,0.8291554837687659,0.6583109675375318,0.36038878724195,1.443932395642638,1.0,0.7104084322239382
1780-1859,literal_raw_birth_rule,ph_fixed,log,normal_log,False,True,-0.6346774694319567,-0.2678098813803596,0.26780988138035955,0.7650532181390657,0.5301064362781313,0.5301064362781314,0.9999999999999999,1.0,0.6814420737700363
1780-1859,literal_raw_birth_rule,ph_fixed,log,normal_log,True,True,-0.7583741965991218,-0.3089551625681382,0.30895516256813826,0.7342136895445215,0.46842737908904286,0.4684273790890429,0.9999999999999999,1.0,0.41906111583082595
1780-1859,literal_raw_birth_rule,ph_fixed,level,normal_log,False,True,-0.6794182640836837,-0.29462106350288786,0.2774254827280714,0.744813771119119,0.48962754223823796,0.5069117954063095,0.9659028388672283,1.0,0.695040130036514
1780-1859,literal_raw_birth_rule,ph_fixed,level,normal_log,True,True,-0.7958752374691959,-0.3207659123243961,0.3207659123243961,0.7255930835098688,0.45118616701973774,0.4511861670197378,0.9999999999999999,1.0,0.5756086218319648
1780-1859,literal_raw_birth_rule,ph_free,log,normal_log,False,True,-0.7037295856221193,-0.22343415616638485,0.1273259908776437,0.79976754989546,0.59953509979092,0.7340663233290996,0.8167315142205945,0.6739672970587239,0.7834279697943246
1780-1859,literal_raw_birth_rule,ph_free,log,normal_log,True,True,-0.9011895684354304,-0.2179921117311101,0.21799211173111016,0.804131784849283,0.6082635696985661,0.6082635696985662,0.9999999999999999,0.667615693401901,0.6197498126218233
1780-1859,literal_raw_birth_rule,ph_free,level,normal_log,False,True,-0.7628153884732731,-0.2020849187033988,0.18168110116193995,0.8170255442464305,0.6340510884928611,0.6607411569137395,0.9596058635948377,0.7058007680958225,0.8094507872550769
1780-1859,literal_raw_birth_rule,ph_free,level,normal_log,True,False,-0.842626175193376,-0.2440595488201159,0.244059548820116,0.783440979887787,0.566881959775574,0.5668819597755741,0.9999999999999999,0.7595554170388186,0.5839586400298508
1780-1859,literal_raw_birth_rule,genetic,log,normal_log,False,True,-0.5796860628710118,-0.2525794843862414,0.0,0.7767944673539715,0.5535889347079431,0.5600741670448318,0.310050861491787,1.0,0.7676415619970999
1780-1859,literal_raw_birth_rule,genetic,log,normal_log,True,False,-0.8475248393933785,-0.21676555768709146,0.0,0.8051187010712262,0.6102374021424525,0.4284741628935475,0.2614709600493204,1.0,0.47939227766360104
1780-1859,literal_raw_birth_rule,genetic,level,normal_log,False,True,-0.5449148077770949,-0.2643954810544426,0.0,0.7676698807210945,0.5353397614421891,0.5798911834545253,0.3104388078129743,1.0,0.7594723348649316
1780-1859,literal_raw_birth_rule,genetic,level,normal_log,True,False,-0.865385101856355,-0.17620336776234682,0.0,0.838447452815132,0.676894905630264,0.4208894361104726,0.28489791513677337,1.0,0.4063907441490533
1780-1859,literal_raw_birth_rule,unrestricted,log,student_corr,False,True,-0.7667613550159902,-0.25545711979705743,0.17992893275594288,0.7745623492391593,0.5491246984783187,0.4645150341166355,0.8545071872609449,1.0,0.8279142761698278
1780-1859,literal_raw_birth_rule,unrestricted,level,student_corr,False,True,-0.9016861261443581,-0.20455877501160813,0.2726055980620568,0.8150068384733679,0.6300136769467357,0.40588470962623274,1.1408308548419273,1.0,0.8006880330949024
1780-1859,literal_raw_birth_rule,ph_fixed,log,student_corr,False,True,-0.6601734813688346,-0.27656959326569563,0.2765695932656956,0.7583808390958906,0.5167616781917812,0.5167616781917813,0.9999999999999999,1.0,0.8158383335954904
1780-1859,literal_raw_birth_rule,ph_fixed,level,student_corr,False,True,-0.7016223028539563,-0.2904991398924216,0.2904991398924216,0.7478901725778636,0.49578034515572716,0.4957803451557272,0.9999999999999999,1.0,0.7377208727068352
1780-1859,literal_raw_birth_rule,ph_free,log,student_corr,False,True,-0.7667613611274653,-0.25545711874366883,0.17992893628747597,0.7745623500550745,0.5491247001101489,0.6426215049240975,0.8545071957637149,0.7228438944517256,0.8279142761698278
1780-1859,literal_raw_birth_rule,ph_free,level,student_corr,False,True,-0.852040666115736,-0.2151511019279023,0.21515110192790235,0.8064195794177127,0.6128391588354253,0.6128391588354254,0.9999999999999999,0.6960123287995086,0.7984013443418845
1780-1859,literal_raw_birth_rule,genetic,log,student_corr,False,True,-0.6806475807260275,-0.26830793354533017,0.0,0.7646722765997076,0.5293445531994152,0.5062890231705818,0.26800133676,1.0,0.8222387502536546
1780-1859,literal_raw_birth_rule,genetic,level,student_corr,False,True,-0.7307483549381392,-0.23335345322300294,0.0,0.7918736337663578,0.5837472675327156,0.4815484860270573,0.28110261290281074,1.0,0.7523014871464603
1780-1859,literal_raw_birth_rule,unrestricted,log,student_log,False,True,-0.7122552905686123,-0.22189208192050566,0.1265035895810747,0.8010018022466385,0.6020036044932771,0.4905366463335724,0.8180394373295281,1.0,0.7723316416580007
1780-1859,literal_raw_birth_rule,unrestricted,level,student_log,False,True,-0.778346195516806,-0.19729103554446734,0.1853543597049342,0.8209516724243231,0.6419033448486462,0.45916475245366556,0.9762685673094582,1.0,0.7945764326365428
1780-1859,literal_raw_birth_rule,ph_fixed,log,student_log,False,True,-0.632460111948905,-0.2670411195928167,0.2670411195928167,0.7656415879477437,0.5312831758954875,0.5312831758954876,0.9999999999999999,1.0,0.6723383100386613
1780-1859,literal_raw_birth_rule,ph_fixed,level,student_log,False,True,-0.6894484916875054,-0.28928925854821824,0.28503434084402596,0.7487955785516315,0.49759115710326296,0.5018527687315631,0.9915082432661049,1.0,0.6739553625436683
1780-1859,literal_raw_birth_rule,ph_free,log,student_log,False,True,-0.7122552920087728,-0.2218920816367182,0.12650359175633463,0.8010018024739528,0.6020036049479056,0.7359102436713073,0.8180394418001731,0.6665712970374387,0.7723316416580007
1780-1859,literal_raw_birth_rule,ph_free,level,student_log,False,True,-0.7783461280354421,-0.19729105890332801,0.1853543153895214,0.8209516532478276,0.6419033064956551,0.6575069770005552,0.9762684335669233,0.6983420701227671,0.7945764326365431
1780-1859,literal_raw_birth_rule,genetic,log,student_log,False,True,-0.5946101781422559,-0.2490241325754549,0.0,0.7795611603391741,0.5591223206783481,0.5517776189253863,0.30851118279193523,1.0,0.7570062706112295
1780-1859,literal_raw_birth_rule,genetic,level,student_log,False,True,-0.5650924327779605,-0.2566784346365124,0.0,0.7736169421852974,0.547233884370595,0.5683076140782017,0.31099718316939934,1.0,0.7406315921997946
1780-1859,literal_raw_birth_rule,unrestricted,log,binary_corr,False,True,-0.795259446366102,-0.2577142420265746,0.20161102679987092,0.7728160389018817,0.5456320778037633,0.45146408900938956,0.8908830937811005,1.0,0.810803526157378
1780-1859,literal_raw_birth_rule,unrestricted,level,binary_corr,False,True,-0.9084335829325855,-0.21433052140160286,0.28186678801528064,0.8070815831971675,0.614163166394335,0.40315523893544125,1.139738118844385,1.0,0.7866321403380405
1780-1859,literal_raw_birth_rule,ph_fixed,log,binary_corr,False,True,-0.6683544606071709,-0.2793493478380085,0.2793493478380085,0.7562756537956612,0.5125513075913224,0.5125513075913225,0.9999999999999999,1.0,0.8018761327163155
